FDID,Fire dept name,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County
3150,Chestnut Ridge Volunteer Fire Company (Baltimore County Fire Department),12020 Greenspring AVE,,,Owings Mills,MD,21117,410-887-7781,,BALTIMORE
65831,Chestnut Ridge Volunteer Fire Department,4744 Nashville Hwy.,,,Deer Lodge,TN,37726,423-965-3922,,MORGAN
30043,Cheswold Volunteer Fire Company,PO Box 186,,PO Box 186,Cheswold,DE,19936-0186,302-736-1516,302-736-6237,KENT
3040,Chetek Fire Department,PO Box 748,,PO Box 748,Chetek,WI,54728-0748,715-924-4598,715-924-4695,BARRON
LB411,Chetopa Volunteer Fire Department,PO Box 332,,PO Box 332,Chetopa,KS,67336-0332,620-236-4242,620-236-7511,LABETTE
31013,Cheviot Fire Department,3814 Harrison AVE,,,Cheviot,OH,45211-4726,513-661-2700,513-661-5780,HAMILTON
19908,Chevron Fire Department,841 Chevron WAY,,PO Box 1272,Richmond,CA,94802-0272,510-242-4200,510-242-5853,CONTRA COSTA
33M01,Chewelah Fire Department,PO Box 258,,PO Box 258,Chewelah,WA,99109-0258,509-935-8311,509-935-6279,STEVENS
4082,Chews Landing Fire Department,43 Somerdale RD,,,Blackwood,NJ,08012-5385,856-227-5907,856-228-9007,CAMDEN
37018,Chewton Volunteer Fire Department,196 Alice ST,,,Wampum,PA,16157-4902,724-535-8287,,LAWRENCE
21307,Cheyenne Fire & Rescue,2101 O'Neil AVE RM 304,,,Cheyenne,WY,82001-3512,307-637-6311,307-637-6387,LARAMIE
4157,Cheyenne Mountain A.F.S. Fire Department,1 Norad RD,Suite 1108,,Colorado Springs,CO,80914,719-474-3030,719-474-3280,EL PASO
CS931,Chicago Fire Department,3510 S. Michigan Avenue,Floor 2,,Chicago,IL,60653,312-745-4200,312-744-2744,COOK
CS302,Chicago Heights Fire Department,83 E Joe Orr RD,,,Chicago Heights,IL,60411-1223,708-756-5370,708-756-5358,COOK
CS312,Chicago Ridge Fire Department,10455 S Ridgeland AVE,,,Chicago Ridge,IL,60415-1513,708-857-4454,708-857-4463,COOK
WJ251,Chicago Rockford Airport Authority Fire Department,60 Airport DR,,,Rockford,IL,61109-2902,815-969-4441,,WINNEBAGO
2817,Chicamacomico Banks Fire Department,24297 NC  12 HWY,PO Box 125,,Rodanthe,NC,27968,252-987-2347,252-987-2347,DARE
60710,Chichester Fire-Rescue,22 Main Street,,PO Box ,Chichester,NH,3258,603-798-5954,603-798-5909,MERRIMACK
8510,"Chickahominy Volunteer Fire Department (Hanover County, Station 10)",10414 Leadbetter RD,,,Ashland,VA,23005-3415,804-550-3473,804-550-3748,HANOVER
75009,Chickalah Rural Fire Department,10010 Cowger LN,,,Dardanelle,AR,72834-7889,479-229-0325,479-229-0325,YELL
54007,Chickasaw Community Mutual Fire Company,PO Box 189,,PO Box 189,Chickasaw,OH,45826-0189,419-925-5501,419-925-5501,MERCER
203,Chickasaw Fire Department,8 Lange DR,,PO Box 11307,Chickasaw,AL,36611,251-452-6470,251-452-5893,MOBILE
26004,Chickasha Fire Department,1700 Harly Day Dr,,,Chickasha,OK,73018-1640,405-222-6033,405-222-6034,GRADY
11004,Chicken Creek Volunteer Fire Department,PO Box 279,,PO Box 279,Cookson,OK,74427-0279,918-457-4721,,CHEROKEE
XY305,Chico Community Volunteer Fire Department,PO Box 37,,PO Box 37,Chico,TX,76431-0037,940-644-2435,940-644-2076,WISE
65050,Chicog Volunteer Fire Department,W8499 Highway 77,,,Trego,WI,54888-9379,715-466-4525,715-466-5310,WASHBURN
13061,Chicopee Fire Department,80 Church ST,,,Chicopee,MA,01020-1871,413-594-1600,413-594-1645,HAMPDEN
10026,Chicora Independent Hose Company,PO Box F,,PO Box F,Chicora,PA,16025-0406,724-445-2220,724-445-2167,BUTLER
PG306,Chicota Volunteer Fire Department,PO Box 63,,PO Box 63,Chicota,TX,75425-0063,903-732-3769,,LAMAR
39031,Chiefland Fire Rescue,16 NE 1ST ST,,,Chiefland,FL,32626-0916,352-493-6771,352-493-6702,LEVY
1124,Chikaming Township Fire Department,13535 Red Arrow HWY,,,Harbert,MI,49115-5109,269-469-6362,269-469-3349,BERRIEN
6103,Childersburg Fire & Rescue,122 6th Avenue SW,,,Childersburg,AL,35044,256-378-7062,256-378-8071,TALLADEGA
CC501,Childress Fire Department,PO Box 1087,,PO Box 1087,Childress,TX,79201-1087,940-937-6562,940-937-3511,CHILDRESS
28006,Chili Fire Department,3231 Chili AVE,,,Rochester,NY,14624-5411,585-889-2873,585-889-9796,MONROE
10010,Chili-Freemont Fire Department,PO Box 92,,PO Box 92,Chili,WI,54420-0092,715-683-8046,,CLARK
PA164,Chillicothe Community Fire Dept Inc,217 W Chestnut ST,,,Chillicothe,IL,61523-1613,309-274-3567,309-274-2172,PEORIA
71007,Chillicothe Fire Department,54 E Water ST,,,Chillicothe,OH,45601-2544,740-773-2212,740-773-2229,ROSS
16034,Chillum Adelphi Volunteer Fire Department (Prince Georges County Fire Department),PO Box 7459,,PO Box 7459,Hyattsville,MD,20787-7459,301-434-0284,,PRINCE GEORGES
7062,Chilmark Volunteer Fire Department,PO Box 119,,PO Box 119,Chilmark,MA,02535-0119,508-645-2250,508-645-2116,DUKES
55,Chiloquin-Agency Lake Rural Fire Protection District,PO Box 437,,PO Box 437,Chiloquin,OR,97624-0437,541-783-3860,541-783-3697,KLAMATH
16003,Chilson Volunteer Fire Department,517 Putts Pond RD,,,Ticonderoga,NY,12883,518-585-2510,,ESSEX
8050,Chilton Fire Department,42 School ST,,,Chilton,WI,53014-1346,920-849-2451,920-849-2025,CALUMET
GG301,Chilton Volunteer Fire Department,P.O. Box 25 Hwy 7,,,Chilton,TX,76632,254-546-3700,254-546-2016,FALLS
71015,Chimes Volunteer Fire Department - Station #1,22656 S Highway 27,,,Marshall,AR,72650-8385,501-745-6577,870-496-2377,VAN BUREN
46017,Chimney Rock Fire Department,PO Box 244,,PO Box 244,Rose,OK,74364-0244,918-479-8586,,DELAWARE
8108,"Chimney Rock Volunteer Fire Department, Inc.",PO Box 146,,PO Box 146,Chimney Rock,NC,28720-0146,828-625-2021,828-625-2021,RUTHERFORD
RN305,China Spring Volunteer Fire Department & Rescue Service Inc.,PO Box 65,,PO Box 65,China Spring,TX,76633,254-836-1215,,MCLENNAN
F1820,China Village Volunteer Fire Department,26 Danforth RD,,,China,ME,4358,000-000-0000,,KENNEBEC
NH405,China Volunteer Fire Department,PO Box 687,,PO Box 687,China,TX,77613-0687,409-752-5100,,JEFFERSON
35002,Chinchilla Hose Company 2-South Abington Township,PO Box 311,,PO Box 311,Chinchilla,PA,18410-0311,570-586-5726,570-585-2008,LACKAWANNA
103,"Chincoteague Volunteer Fire Company, Inc.",5052 Deep Hole RD,,,Chincoteague,VA,23336,757-336-3138,757-336-1340,ACCOMACK
36058,Chino Valley Independent Fire District,14011 City Center DR,,,Chino Hills,CA,91709-5442,909-902-5260,,SAN BERNARDINO
24001,Chinook Volunteer Fire Department,PO Box 1161,,PO Box 1161,Chinook,MT,59523,406-357-2500,406-357-2500,BLAINE
3104,"Chinquapin Volunteer Fire and Rescue, Inc.",2800 S NC 41 & 50,PO Box 9,PO Box ,Chinquapin,NC,28521,910-285-3243,910-285-3243,DUPLIN
50012,Chipley Fire Department,PO Box 1007,,PO Box 1007,Chipley,FL,32428-7007,850-638-6301,850-638-6300,WASHINGTON
9040,Chippewa Falls Fire & Emergency Services Department,1301 Chippewa Crossing BLVD,,,Chippewa Falls,WI,54729-2751,715-723-5710,715-726-2751,CHIPPEWA
9050,Chippewa Fire District,13143 30TH AVE,,,Chippewa Falls,WI,54729-7377,715-723-5488,715-726-2667,CHIPPEWA
85200,Chippewa Township Fire Department,464 Gates ST,,,Doylestown,OH,44230-1025,330-658-2300,330-658-4884,WAYNE
4022,Chippewa Township Volunteer Fire Department,2568 Darlington  RD,,,Beaver Falls,PA,15010,724-847-0391,724-843-7073,BEAVER
SG203,Chireno Volunteer Fire Department,652 Main ST,,PO Box 90,Chireno,TX,75937-0090,936-362-2915,936-362-2188,NACOGDOCHES
13103,Chisago City Fire Department,PO Box 605,,PO Box 605,Chisago City,MN,55013-0605,651-257-6443,,CHISAGO
BR402,Chisholm Trail Fire Rescue,9835 FM 1854,,,Dale,TX,78616,512-748-8281,,CALDWELL
69312,Chisholmn Fire Department,301 W Lake  ST,PO Box 324,,Chisholm,MN,55719,218-254-7921,218-254-7945,SAINT LOUIS
51045,Chitimacha Fire Protection,215 Coushatta  DR,,PO Box 591,Charenton,LA,70523,337-923-4326,337-923-7725,SAINT MARY
27005,Chittenango Fire Department,PO Box 356,,PO Box 356,Chittenango,NY,13037-0356,315-687-6424,315-687-3903,MADISON
5214,Chocolay Township Volunteer Fire Rescue,5010 US 41 HWY S,,,Marquette,MI,49855,906-249-1448,906-249-1313,MARQUETTE
4007,"Choconut Center Volunteer Fire Company, Inc.",1011 Middle Stella Ireland RD,,,Binghamton,NY,13905,607-797-0914,607-797-0914,BROOME
704,Chocowinity Volunteer Fire Department,PO Box 145,,PO Box 145,Chocowinity,NC,27817-0145,252-946-6559,,BEAUFORT
55002,Choctaw Fire Department,PO Box 567,,PO Box 567,Choctaw,OK,73020-0567,405-390-8300,405-390-6414,OKLAHOMA
50002,Choctaw Fire Department,13741 Highway 16 W,,,Choctaw,MS,39350-6527,601-656-0620,601-656-0686,NESHOBA
71000,Choctaw Volunteer Fire Department,PO Box 35,,PO Box 35,Choctaw,AR,72028-0035,501-745-1243,,VAN BUREN
2603,Choctawhatchee Volunteer Fire Department,6225 E Highway 27,,,Ozark,AL,36360-3969,334-795-6799,,DALE
75101,Chokio Fire Department,PO Box 36,,PO Box 36,Chokio,MN,56221-0036,320-324-7450,320-324-7460,STEVENS
3001,Chopmist Hill Fire Department,PO Box 415,,PO Box 415,North Scituate,RI,02857-0415,401-647-7205,401-647-0497,PROVIDENCE
31001,Choteau Volunteer Fire Department,First Street NW,PO Box 777,,Choteau,MT,59422,406-466-2510,,TETON
46002,Chouteau Fire Department,PO Box 819,,PO Box 819,Chouteau,OK,74337-0819,918-476-8928,918-476-6293,MAYES
20005,Chowchilla Fire Department,240 N 1ST ST,,,Chowchilla,CA,93610-2951,559-665-8626,559-665-8627,MADERA
EA122,Chrisman Fire Protection District,104 E Madison AVE,,,Chrisman,IL,61924-1115,217-269-2014,217-269-2608,EDGAR
74001,Chrisney Volunteer Fire Department,PO Box 156,,PO Box 156,Chrisney,IN,47611-0156,812-362-8142,812-362-8142,SPENCER
20012,Christiana Fire Company,2 E Main ST,,,Christiana,DE,19702-3122,302-737-2433,302-738-0859,NEW CASTLE
36052,Christiana Fire Company,PO Box 46,,PO Box 46,Christiana,PA,17509,610-593-2142,610-593-2967,LANCASTER
62831,Christianburg Volunteer Fire Department,275 Fire Department RD,,,Sweetwater,TN,37874,423-337-2506,423-337-2506,MONROE
11201,Christiansburg Fire Department,PO Box 300,,PO Box 300,Christiansburg,OH,45389-0300,937-857-9027,937-857-9144,CHAMPAIGN
12103,Christiansburg Fire Department,110 Depot Street W,,,Christiansburg,VA,24073-2904,540-382-4388,540-381-5027,MONTGOMERY
1005,Christie - Proctor Volunteer Fire Department,PO Box 832,,PO Box 832,Westville,OK,74965,918-723-4005,,ADAIR
39058,Christine Community Fire District,PO Box 49,,PO Box 49,Christine,ND,58015-0049,701-998-2214,,RICHLAND
FC142,Christopher Fire Department,211 N Thomas ST,,,Christopher,IL,62822,618-724-2011,618-724-4573,FRANKLIN
4031,Christopher-Kohl's Fire District,930 E Christopher Creek LOOP,,,Payson,AZ,85541-2893,928-478-4011,928-478-4453,GILA
WN301,"Christoval Volunteer Fire Department, Inc.",PO Box 193,,PO Box 193,Christoval,TX,76935,325-896-2527,,TOM GREEN
LC134,Christy Fire Protection District,109 E North AVE,,,Sumner,IL,62466-1002,618-936-2318,618-943-2021,LAWRENCE
5207,Chubbuck Fire Department,4727 Yellowstone AVE,,,Chubbuck,ID,83202-2335,208-237-3212,208-237-1121,BANNOCK
80001,Chuckatuck Volunteer Fire Department (Suffolk Fire Department),PO Box 2164,,PO Box 2164,Suffolk,VA,23432-0164,757-255-4240,757-255-4160,SUFFOLK CITY
33415,Chuckawalla/Ironwood Fire Department,PO Box 2289,,PO Box 2289,Blythe,CA,92226-2289,760-922-5300,760-922-9766,RIVERSIDE
23150,"Chugiak Volunteer Fire and Rescue Company, Inc.",PO Box 670363,,PO Box 670363,Chugiak,AK,99567-0363,907-694-2010,907-694-2014,ANCHORAGE
31501,Chugwater Fire Protection District,PO Box 155,,PO Box 155,Chugwater,WY,82210-0155,307-422-3504,307-422-3504,PLATTE
5903,Chula Rural Fire District,PO Box 39,,PO Box 39,Chula,MO,64635-0039,660-639-3757,,LIVINGSTON
37030,Chula Vista Fire Department,276 4TH AVE BLDG C,,,Chula Vista,CA,91910-2631,619-691-5055,619-691-5204,SAN DIEGO
9046,Church Creek Volunteer Fire Company,PO Box 16,,PO Box 16,Church Creek,MD,21622-0016,410-228-4156,,DORCHESTER
37191,Church Hill Fire Department,PO Box 366,,PO Box 366,Church Hill,TN,37642-0366,423-357-6666,423-357-8403,HAWKINS
17005,"Church Hill Volunteer Fire Company, Inc (Queen Anne's County Station 5)",PO Box 66,,PO Box 66,Church Hill,MD,21623-0066,410-758-6552,410-556-6244,QUEEN ANNES
TZ302,Church Hill Volunteer Fire Department,8500 FM 1251 E,,,Henderson,TX,75652,903-889-3334,,RUSK
1015,Church Point Volunteer Fire Department,PO Box 188,,PO Box 188,Church Point,LA,70525-0188,337-684-5429,337-684-5429,ACADIA
SG494,Church Road Fire Protection District,1033 S 41ST ST,,,Centreville,IL,62207,618-875-4725,,SAINT CLAIR
9306,Churchill Five Forks Volunteer Fire Department,1168 Church Hill Road,,,Macon,NC,27551-9126,252-257-2323,,WARREN
2122,Churchill Volunteer Fire Company,2298 William Penn HWY,,,Pittsburgh,PA,15235-4951,412-241-3449,412-241-0503,ALLEGHENY
2903,Churchland Fire Department,9752 S NC Highway 150,,,Limwood,NC,27299-9460,336-752-2123,336-752-2969,DAVIDSON
11007,"Churchtown Fire Company, Inc.",2219 CO RT 27,,,Hudson,NY,12534,518-851-5194,,COLUMBIA
28007,Churchville Fire Department Inc.,53 Wheatland Center RD,,,Churchville,NY,14428,585-889-3970,,MONROE
1504,Churchville Volunteer Fire Department (Augusta County Fire & Rescue),PO Box 608,,PO Box 608,Churchville,VA,24421,540-337-6043,540-337-6195,AUGUSTA
37001,Churdan Fire Rescue Department,PO Box 141,,PO Box 141,Churdan,IA,50050,515-389-3297,515-389-3334,GREENE
10025,"Churubusco Fire Department, Inc.",PO Box 26,,PO Box 26,Churubusco,NY,12923-0026,518-497-6623,,CLINTON
HS401,Cibolo Volunteer Fire Department,203 Meek ST,,PO Box 206,Cibolo,TX,78108-0206,210-659-2673,210-658-8817,GUADALUPE
29004,Cicero Fire Department,PO Box 477,,PO Box 477,Cicero,IN,46034-0477,317-984-4575,317-984-3451,HAMILTON
34008,Cicero Fire Department,8377 Breweton RD,PO Box 1111,,Cicero,NY,13039-1111,315-699-2723,315-699-2723,ONONDAGA
CS321,Cicero Fire Department,5303 W 25TH ST,,,Cicero,IL,60804-3311,708-652-0174,708-652-2150,COOK
80007,Cicero Township Fire Department,750 Development DR,,,Tipton,IN,46072-1072,765-675-8004,765-675-3105,TIPTON
4115,Cimarron Hills Fire Department,1835 Tuskegee PL,,,Colorado Springs,CO,80915-1601,719-591-0960,719-591-0996,EL PASO
7013,Cimarron Volunteer Fire Department,PO Box 567,,PO Box 567,Cimarron,NM,87714,505-376-2271,505-376-2451,COLFAX
GY301,Cimarron Volunteer Fire Department,PO Box 467,,PO Box 467,Cimarron,KS,67835-0467,620-855-4724,620-855-7007,GRAY
31015,Cincinnati Fire Department,430 Central AVE,,,Cincinnati,OH,45202-2633,513-352-6242,513-352-1548,HAMILTON
TA133,Cincinnati Fire Protection District,12805 Illinois Route 29,,,Pekin,IL,61554-8049,309-348-3579,309-348-3197,TAZEWELL
4002,Cincinnati Volunteer Fire Department,PO Box 194,,PO Box 194,Cincinnati,IA,52549-0194,641-658-2666,,APPANOOSE
8029,Cincinnati/ Northern KY International Airport Fire Department,PO Box 752000,,PO Box 752000,Cincinnati,OH,45275-2000,859-767-3112,859-767-7028,BOONE
12001,Cincinnatus Fire Department,PO Box 278,,PO Box 278,Cincinnatus,NY,13040,607-863-4445,607-863-4737,CORTLAND
3200,Cinnaminson Fire Department,1621 Riverton RD,Cinnaminson TWP Municipal BLDG,,Cinnaminson,NJ,08077-2325,856-829-5220,856-829-0284,BURLINGTON
8150,Circle City- Morristown Fire Department,PO Box 26,,PO Box 26,Morristown,AZ,85342-0026,623-388-9473,623-388-2772,MARICOPA
AR601,Circle D Volunteer Fire Department,PO Box 271,,PO Box 271,Bastrop,TX,78602-0271,512-303-3746,,BASTROP
41201,Circle Volunteer Fire Department,3321 Columbia HWY,,,Leesville,SC,29070-7205,803-532-5585,803-532-5585,SALUDA
65001,Circleville Fire Department,586 N Court ST,,,Circleville,OH,43113-1261,740-474-3333,740-474-3488,PICKAWAY
36005,Circleville Fire District,2147 RT 302,,,Circleville,NY,10919,845-361-3461,845-361-3531,ORANGE
36102,Circleville Volunteer Fire Department,PO Box 29,,PO Box 29,Circleville,WV,26804-0029,304-567-2440,304-567-2440,PENDLETON
65008,Circleville Volunteer Fire Department #6,129 Robbins Station RD,,,North Huntington,PA,15642,724-863-7202,724-863-4643,WESTMORELAND
DY502,Cisco Fire Department,411 Conrad Hilton BLVD,,,Cisco,TX,76437-2723,325-280-6155,254-442-2885,EASTLAND
PC138,Cisco Fire Protection District,325 N Main ST,,PO Box 61,Cisco,IL,61830-0061,217-669-2341,217-669-2232,PIATT
IA163,Cissna Park Fire Protection District,PO Box 273,,PO Box 273,Cissna Park,IL,60924-0273,815-457-2900,815-457-2200,IROQUOIS
CS555,CITGO Fire Department,135TH ST & New AVE,,,Lemont,IL,60439,630-257-4377,630-257-4069,WILL
50010,Citizen's Fire Company #1,301 Mulberry ST,,,Newport,PA,17074,717-567-3232,717-567-7014,PERRY
21018,Citizen's Fire Company No. 1 of Enola,230 N Enola Dr,,,Enola,PA,17025-2247,717-732-9985,717-732-2030,CUMBERLAND
14009,Citizen's Hook and Ladder Company #1,PO Box 568,,PO Box 568,Milesburg,PA,16853-0568,814-335-1130,814-353-0303,CENTRE
41004,Citizen's Hose Company of Jersey Shore Area,1212 Locust ST,,PO Box 5086,Jersey Shore,PA,17740-5086,570-398-0782,570-398-0787,LYCOMING
6060,Citizens Engine Company NO 2,26 DeForest ST,,,Seymour,CT,06483-2836,203-888-1909,,NEW HAVEN
21027,Citizens Fire & Rescue Company,208 S York ST,,,Mechanicsburg,PA,17055,717-766-6032,717-766-0913,CUMBERLAND
19102,Citizens Fire Company,PO Box 927,,PO Box 927,Charles Town,WV,25414-0927,304-725-7814,304-725-4029,JEFFERSON
54146,Citizens Fire Company # 1,114 W Biddle ST,PO Box 33,,Gordon,PA,17936,570-875-4909,,SCHUYLKILL
54148,Citizens Fire Company #2,210-212 W Centre ST,PO Box 173,,Mahanoy City,PA,17948,570-773-1750,570-773-0502,SCHUYLKILL
41010,Citizens Fire Company #2,116 W Southern AVE,,,South Williamsport,PA,17702-7348,570-326-4018,570-323-3865,LYCOMING
38001,Citizens Fire Company 1,21 N College ST,,,Palmyra,PA,17078-1606,717-838-1421,717-838-3098,LEBANON
54124,Citizens Fire Company Branchdale,PO Box 387,,PO Box 387,Branchdale,PA,17923-0387,570-544-3384,,SCHUYLKILL
22055,Citizens Fire Company No. 1 of Highspire,PO Box 1,,PO Box 1,Highspire,PA,17034-0001,717-939-5111,717-939-7021,DAUPHIN
54109,Citizens Fire Company of Brandonville,10 Main BLVD,,,Ringtown,PA,17967-9687,570-889-5504,,SCHUYLKILL
18028,Citizens Hose Company,415 4th ST,,,South Renovo,PA,17764-1537,570-923-1630,,CLINTON
18006,Citizens Hose Company,415 Bellefonte AVE,,,Lock Haven,PA,17745-1905,570-748-3593,570-748-3593,CLINTON
2167,Citizens Hose Company # 2,965 Burtnea RD,,,Natrona Heights,PA,15065-2300,724-224-1912,724-224-2791,ALLEGHENY
2161,Citizens Hose Company #1 Volunteer Fire Department,PO Box 126,,PO Box 126,Glassport,PA,15045-0126,412-672-2025,412-672-2058,ALLEGHENY
10004,Citizens Truck Company #4 (Frederick County Fire & Rescue),PO Box 3855,,PO Box 3855,Frederick,MD,21705,301-694-1713,,FREDERICK
65951,Citizens Volunteer Fire Company #1,601 Drey ST,,,Arnold,PA,15068-4317,724-335-8130,,WESTMORELAND
67056,Citizens Volunteer Fire Company of Fawn Grove,PO Box 6,,PO Box 6,Fawn Grove,PA,17321-0006,717-382-4432,717-382-4454,YORK
13020,Citizens' Fire Company #1 Weatherly,107 Spring ST,,,Weatherly,PA,18255,570-427-8741,570-427-4813,CARBON
67064,Citizens' Hose Company 1,PO Box 425,,PO Box 425,Dillsburg,PA,17019-0425,717-432-3281,717-432-4226,YORK
30044,"Citizens' Hose Company No. 1, Inc.",PO Box 97,,PO Box 97,Smyrna,DE,19977-0097,302-653-9858,302-653-9422,KENT
47000,Citrus County Fire Rescue,3600 W Sovereign Path,STE 141,,Lecanto,FL,34461-7726,352-527-5406,352-527-5404,CITRUS
44014,City Hook and Ladder Company,317 Valley ST,,,Lewistown,PA,17044-1859,717-248-3215,,MIFFLIN
48001,City of Aberdeen Fire Department,125 W Commerce ST,,,Aberdeen,MS,39730-2631,662-369-2011,662-369-2069,MONROE
71376,City of Adairville Volunteer Fire Department,PO Box 185,,PO Box 185,Adairville,KY,42202-0185,270-539-6731,270-539-5503,LOGAN
1005,City of Alameda Fire Department,1300 Park ST,,,Alameda,CA,94501-4508,510-337-2100,510-521-7851,ALAMEDA
27130,City of Albany Fire Department,700 TOWER ST,,,Albany,KY,42602,606-387-5917,606-387-3267,CLINTON
5213,City of Alcoa Fire Department,2010 N Wright RD,,,Alcoa,TN,37701-3804,865-380-4999,865-380-4989,BLOUNT
40001,City of Alexandria Fire Department,1000 Bolton AVE,,,Alexandria,LA,71301-6829,318-441-6620,318-441-6619,RAPIDES
2901,"City of Alma, Fire Department",525 E Superior ST,PO Box 278,,Alma,MI,48801,989-463-8359,989-466-0758,GRATIOT
25010,City of Alturas Fire Department,103 S Howard ST,,,Alturas,CA,96101-3927,530-233-4500,530-233-3559,MODOC
8101,City of Ann Arbor Fire Department,111 N 5TH AVE,,,Ann Arbor,MI,48104-1405,734-794-6961,,WASHTENAW
10,City of Antelope Fire Department,PO Box 111,,PO Box 111,Antelope,OR,97001-0111,541-279-4282,,WASCO
34010,City of Antigo Fire Department,700 Edison ST,,,Antigo,WI,54409-1955,715-350-7350,715-627-4761,LANGLADE
19101,City of Apple Valley Fire Department,7100 147TH ST W,,,Apple Valley,MN,55124-7519,952-953-2600,952-953-2515,DAKOTA
11503,City of Aragon Fire Department,B W 5TH ST,Drawer B,,Aragon,GA,30104-0199,770-684-6554,770-684-1177,POLK
23316,City of Arco Fire Department,PO Box 711,,PO Box 711,Arco,ID,83213-0711,208-527-8942,208-527-8942,BUTTE
SU302,City of Argonia Fire Department,122 N Main ST,,PO Box 35,Argonia,KS,67004,620-435-6301,620-435-6144,SUMNER
41000,City of Ashdown Volunteer Fire Department,745 S Locust ST,,,Ashdown,AR,71822,870-898-4300,870-898-4322,LITTLE RIVER
02M01,City of Asotin Fire Department,PO Box 517,,PO Box 517,Asotin,WA,99402-0517,509-243-4411,,ASOTIN
54313,City of Athens Fire Department,815 N Jackson ST,,,Athens,TN,37303-2652,423-744-2760,423-744-8866,MCMINN
