NAME,ADDRESS,CITY,STATE,LATITUDE,LONGITUDE
SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,31.21630365,-85.36363112
MEDICAL CENTER BARBOUR,820 WEST WASHINGTON STREET,EUFAULA,AL,31.88864508,-85.15640542
GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HIGHWAY S,GROVE HILL,AL,31.6943023,-87.77602463
ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DR.,ATMORE,AL,31.01702387,-87.47879851
NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,1256 MILITARY STREET SOUTH,HAMILTON,AL,34.12597718,-87.99076878
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,"1201 SEVENTH STREET, SOUTHEAST",DECATUR,AL,34.59034409,-86.97148153
GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,34.00773628,-85.96598214
SHRINERS HOSPITAL FOR CHILDREN,1310 PUNAHOU ST,HONOLULU,HI,21.30047125,-157.8351435
MENTAL HEALTH INSTITUTE,1800 NORTH 16TH STREET,CLARINDA,IA,40.75782323,-95.03558055
CHI HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,41.26878673,-95.83879432
GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN ST,BLACKFOOT,ID,43.19630209,-112.3541696
MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,43.47436602,-111.9879207
PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,42.87385301,-112.420762
GENESIS MEDICAL CENTER ALEDO,409 NORTHWEST 9TH AVENUE,ALEDO,IL,41.2055232,-90.75947344
BLUE ISLAND HOSPITAL CO LLC DBA METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,41.65811419,-87.67783029
PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,2233 WEST DIVISION STREET,CHICAGO,IL,41.90253261,-87.68327659
ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,41.72650439,-87.56722618
CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE,DES PLAINES,IL,42.04343765,-87.87903414
PRESANCE CHICAGO HOSPITALS NETWORK DBA PRESENCE HOLY FAMILY MEDICAL CENTER,100 NORTH RIVER ROAD,DES PLAINES,IL,42.05559711,-87.89003761
MERCY HARVARD HOSPITAL,901 GRANT STREET,HARVARD,IL,42.42623691,-88.60704005
HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,34.13189955,-116.2751392
EDGEMOOR GERIATRIC HOSPITAL,655 PARK CENTER DRIVE,SANTEE,CA,32.85234511,-116.9741142
DEPARTMENT OF STATE HOSPITAL - ATASCADERO,10333 EL CAMINO REAL,ATASCADERO,CA,35.46271761,-120.6348906
HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY STREET,HEALDSBURG,CA,38.62709551,-122.864402
PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,34.58287763,-118.1443669
SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BOULEVARD,SAN DIMAS,CA,34.09750932,-117.8346358
SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,CA,34.10086879,-118.1059188
MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,33.71950227,-117.168033
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,9990 COUNTY FARM ROAD,RIVERSIDE,CA,33.9190012,-117.4598561
CIRBY HILLS BEHAVIORAL HEALTH,101 CIRBY HILLS DRIVE,ROSEVILLE,CA,38.73039978,-121.2861748
FRESNO HEART AND SURGICAL HOSPITAL,15 E. AUDUBON DRIVE,FRESNO,CA,36.86012591,-119.7885717
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,7173 NO. SHARON AVENUE,FRESNO,CA,36.83997451,-119.7605535
JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,CA,40.10167816,-123.7922546
MAMMOTH HOSPITAL,85 SIERRA PARK ROAD,MAMMOTH LAKES,CA,37.64395021,-118.9623289
CHAPMAN MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,CA,33.78861494,-117.8264132
FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,33.71493477,-117.9359695
STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,37.66480107,-120.9584999
PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,PORTERVILLE,CA,36.03977122,-118.9834188
EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,33.87756855,-84.02107387
CANDLER COUNTY HOSPITAL,400 CEDAR ROAD,METTER,GA,32.40713253,-82.06552421
SELECT SPECIALTY HOSPITAL - ATLANTA,"550 PEACHTREE STREET, NE",ATLANTA,GA,33.76931988,-84.38555362
PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,33.3358662,-83.37094562
COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY, BOX 40",MOULTRIE,GA,31.1256301,-83.78037885
EVANS MEMORIAL HOSPITAL,200 NORTH RIVER STREET,CLAXTON,GA,32.16588314,-81.89902445
TULANE - LAKESIDE HOSPITAL,4700 S I 10 SERVICE RD W,METAIRIE,LA,29.99675625,-90.18663376
MILLER COUNTY HOSPITAL,209 NORTH CUTHBERT STREET,COLQUITT,GA,31.17548231,-84.73501832
PIEDMONT ROCKDALE HOSPITAL,1412 MILSTEAD AVENUE NE,CONYERS,GA,33.68072383,-84.00157525
WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,32.8896319,-84.68374246
JEFFERSON HOSPITAL,1067 PEACHTREE STREET,LOUISVILLE,GA,33.00986749,-82.40554579
JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHSSEE, P O BOX 1690",HAZLEHURST,GA,31.85720986,-82.60714696
UNION GENERAL HOSPITAL,35 HOSPITAL CIRCLE,BLAIRSVILLE,GA,34.8861,-83.9623
JENKINS COUNTY HOSPITAL,931 EAST WINTHROPE AVENUE,MILLEN,GA,32.80423951,-81.93453709
INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 N SENATE BLVD,INDIANAPOLIS,IN,39.78980112,-86.16310064
TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,29.95480011,-90.07690391
ST. JAMES BEHAVIORAL HEALTH HOSPITAL,3136 S ST. LANDRY ROAD,GONZALES,LA,30.20350204,-90.95195201
FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,29.80074801,-91.52382805
PHYSICIANS MEDICAL CENTER,218 CORPORATE DR,HOUMA,LA,29.5995623,-90.74837078
ABROM KAPLAN MEMORIAL HOSPITAL,1310 W 7TH ST,KAPLAN,LA,30.00808717,-92.29706768
ST. JAMES PARISH HOSPITAL,1645 LUTCHER AVE,LUTCHER,LA,30.05187089,-90.70398448
CYPRESS GROVE BEHAVIORAL HEALTH LLC,4673 EUGENE WARE BLVD,BASTROP,LA,32.78099852,-91.94289058
VILLA FELICIANA MEDICAL COMPLEX,5002 HIGHWAY 10,JACKSON,LA,30.83549912,-91.1585267
EAST CARROLL PARISH HOSPITAL,336 N HOOD ST,LAKE PROVIDENCE,LA,32.81056968,-91.17235444
PROMISE HOSPITAL OF LOUISIANA-BOSSIER CITY CAMPUS,2525 VIKING DR,BOSSIER CITY,LA,32.55600839,-93.71686367
HARDTNER MEDICAL CENTER,1102 N PINE RD,OLLA,LA,31.86065862,-92.27558967
AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,31.1435452,-92.06294601
PAM SPECIALTY HOSPITAL OF COVINGTON,20050 CRESTWOOD BLVD,COVINGTON,LA,30.44740542,-90.07312565
HOOD MEMORIAL HOSPITAL,301 WALNUT ST,AMITE,LA,30.73254578,-90.51306631
OCHSNER MEDICAL CENTER-BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,30.44255395,-90.99965218
LAKE CHARLES MEMORIAL HOSPITAL FOR WOMEN,1900 W GAUTHIER RD,LAKE CHARLES,LA,30.14061776,-93.24706275
WAUKESHA CTY MENTAL HLTH CTR,1501 AIRPORT RD,WAUKESHA,WI,43.02606522,-88.23280782
BUTTE COUNTY PHF,592 RIO LINDO AVENUE,CHICO,CA,39.75456397,-121.8476488
COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,CA,34.83306592,-114.617494
ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,32.77658639,-117.0570646
ALVARADO PARKWAY INSTITUTE B.H.S.,7050 PARKWAY DRIVE,LA MESA,CA,32.77463167,-117.0441618
KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BOULEVARD,SAN DIEGO,CA,32.75638366,-117.1446454
PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,32.68534055,-117.0823367
LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,CA,37.77436408,-122.4258734
DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON ST,MANSFIELD,LA,32.03540413,-93.70814706
EUNICE EXTENDED CARE HOSPITAL,3879 HIGHWAY 190,EUNICE,LA,30.49615595,-92.37533383
LANGLEY PORTER PSYCHIATRIC INSTITUTE,401 PARNASSUS AVENUE,SAN FRANCISCO,CA,37.76347235,-122.4568506
UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,CA,37.76307685,-122.4578772
UCSF MEDICAL CENTER AT MOUNT ZION,1600 DIVISADERO STREET,SAN FRANCISCO,CA,37.78491971,-122.4391472
COAST PLAZA DOCTORS HOSPITAL,13100 SOUTH STUDEBAKER ROAD,NORWALK,CA,33.91269312,-118.0988216
COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,CA,33.98948957,-118.2241899
LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,34.32587172,-118.4457641
DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BOULEVARD,LOS ANGELES,CA,34.05736635,-118.3624586
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIA BLVD,LOS ANGELES,CA,34.05729227,-118.3605273
"PACIFIC ALLIANCE MEDICAL CENTER, INC.",531 WEST COLLEGE STREET,LOS ANGELES,CA,34.06488002,-118.2392278
WEST HILLS HOSPITAL AND MEDICAL CENTER,7300 MEDICAL CENTER DRIVE,WEST HILLS,CA,34.20285942,-118.6286237
HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,36.83420125,-121.3861936
CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,CA,33.8730377,-117.5683209
PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,40.58592165,-122.4168309
KENTFIELD REHABILITATION HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,KENTFIELD,CA,37.95870622,-122.5524959
SURPRISE VALLEY COMMUNITY HOSPITAL,741 N. MAIN STREET,CEDARVILLE,CA,41.53148907,-120.1714281
FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,CA,36.82491409,-119.7821616
TRINITY HOSPITAL,60 B EASTER AVENUE,WEAVERVILLE,CA,40.73808351,-122.9396569
"PACIFIC ORANGE HOSPITAL, LLC",3350 WEST BALL ROAD,ANAHEIM,CA,33.81584699,-118.0071811
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,CA,33.77498597,-117.9130929
WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,CA,33.82538521,-117.9950736
OAK VALLEY DISTRICT HOSPITAL (2-RH),350 SOUTH OAK STREET,OAKDALE,CA,37.75761627,-120.8609966
KAWEAH DELTA REHABILITATION HOSPITAL,840 SOUTH AKERS,VISALIA,CA,36.32260683,-119.3479347
WEST PACES MEDICAL CENTER,3200 HOWELL MILL ROAD,ATLANTA,GA,33.84252443,-84.42708736
YOUTH VILLAGES - INNER HARBOUR CAMPUS,4685 DORSETT SHOALS ROAD,DOUGLASVILLE,GA,33.67768895,-84.73391954
WASHINGTON COUNTY HOSPITAL,958 U S HIGHWAY 64 EAST,PLYMOUTH,NC,35.86278208,-76.72928368
DOCTOR'S HOSPITAL AT DEER CREEK,815 S 10TH ST,LEESVILLE,LA,31.13563535,-93.26882275
SOUTHEAST REGIONAL MEDICAL CENTER,719 AVENUE G,KENTWOOD,LA,30.93712864,-90.51924697
DEQUINCY MEMORIAL HOSPITAL,110 W 4TH ST,DEQUINCY,LA,30.45252084,-93.43642444
ALVARADO HOSPITAL MEDICAL CENTER,6645 ALVARADO ROAD,SAN DIEGO,CA,32.77685835,-117.0576813
CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,601 DUBOCE AVENUE,SAN FRANCISCO,CA,37.76868428,-122.4345303
CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,37.74771786,-122.4207679
"CALIFORNIA REHABILITATION INSTITUTE, LLC",2070 CENTURY PARK EAST,LOS ANGELES,CA,34.05910293,-118.4118681
DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,1501 CLAUS ROAD,MODESTO,CA,37.66582401,-120.9222319
SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,14433 EMELITA STREET,VAN NUYS,CA,34.1769007,-118.4474908
DEPARTMENT OF STATE HOSPITAL - COALINGA,24511 WEST JAYNE AVENUE,COALINGA,CA,36.13354829,-120.240446
MAYERS MEMORIAL HOSPITAL,43563 STATE HWY. 299 E,FALL RIVER MILLS,CA,41.02388936,-121.4240544
SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,34.02770868,-118.4868924
SHASTA COUNTY P H F,2640 BRESLAUER WAY,REDDING,CA,40.55013511,-122.3804882
TELECARE SANTA CRUZ PHF,2250 SOQUEL AVE,SANTA CRUZ,CA,36.98336892,-121.9939471
VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,825 NORTH 10TH STREET,SANTA PAULA,CA,34.3664467,-119.0649148
PIEDMONT COLUMDUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,32.5345248,-84.95121257
"REGENCY HOSPITAL COMPANY OF MACON, LLC",535 COLISEUM DRIVE,MACON,GA,32.84770524,-83.61527747
CHATUGE REGIONAL HOSPITAL,110 S MAIN STREET,HIAWASSEE,GA,34.94657646,-83.7539153
CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,32.02816667,-81.10010925
ADVENTHEALTH MURRAY,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",CHATSWORTH,GA,34.780041,-84.78317545
TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,33.56947772,-85.0752262
PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,33.45214711,-84.50798999
ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL,6135 ROOSEVELT HIGHWAY,WARM SPRINGS,GA,32.88732639,-84.69407001
RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE,RIVERDALE,GA,33.58221296,-84.39071671
WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",ATLANTA,GA,33.80487845,-84.33140996
THEDACARE MEDICAL CENTER NEW LONDON,1405 MILL ST,NEW LONDON,WI,44.38115627,-88.73370085
AURORA ST LUKES MED CTR SOUTH SHORE,5900 S LAKE DR,CUDAHY,WI,42.93633907,-87.85117278
POST ACUTE MEDICAL SPECIALTY HOSPITAL OF MILWAUKEE,5017 S 110TH ST,GREENFIELD,WI,42.95367246,-88.05096986
AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,42.98962623,-87.95021077
AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,43.00142505,-88.02347389
BALDWIN AREA MED CTR,730 10TH AVE,BALDWIN,WI,44.9708939,-92.37410375
BELLIN HEALTH OCONTO HOSPITAL,"820 ARBUTUS AVE, PO BOX 357",OCONTO,WI,44.89638033,-87.86555418
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALEXANDRIA,104 NORTH 3RD STREET,ALEXANDRIA,LA,31.31768328,-92.45233196
HOUMA-AMG SPECIALTY HOSPITAL,629 DUNN STREET,HOUMA,LA,29.59298784,-90.71204306
OCHSNER MEDICAL CENTER,1516 JEFFERSON HIGHWAY,NEW ORLEANS,LA,29.96140175,-90.14555057
LODI MEMORIAL HOSPITAL - WEST,800 SO. LOWER SACRAMENTO ROAD,LODI,CA,38.12385822,-121.3059068
TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,34.17944583,-118.5398562
ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,CA,33.89354835,-117.9274627
AUGUSTA MEDICAL CENTER,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,38.09452441,-78.98683733
CHILDREN'S HOSPITAL COLORADO AT ST JOSEPHS HOSP,1830 FRANKLIN STREET,DENVER,CO,39.74525179,-104.968043
SAUK PRAIRIE MEM HSPTL,80 FIRST ST,PRAIRIE DU SAC,WI,43.28285398,-89.72006455
THEDA CLARK MED CTR,130 2ND ST WEST PAVILION,NEENAH,WI,44.18748956,-88.45338493
ADVENTIST HEALTH SONORA REGIONAL MEDICAL CENTER D/P SNF (UNIT 6 AND 7),179 S. FAIRVIEW LANE,SONORA,CA,37.97966734,-120.3907956
SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,SANTA BARBARA,CA,34.42946669,-119.723809
CENTURY HOSPITAL MEDICAL CENTER,501 CHURCH ST,CENTURY,FL,30.97039384,-87.25759799
SCOTTSDALE HEALTHCARE THOMPSON PEAK,7400 E. THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,33.67112932,-111.9223224
HEBREW REHABILITATION CENTER,1200 CENTRE ST,BOSTON,MA,42.29680056,-71.13179781
LEMUEL SATTUCK HOSPITAL,170 MORTON ST,BOSTON,MA,42.299581,-71.10174298
ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,631 N 8TH ST,MISSOURI VALLEY,IA,41.56294365,-95.88561847
GAYLORD HOSPITAL,50 GAYLORD FARM RD,WALLINGFORD,CT,41.47288478,-72.85676125
HEBREW REHABILITATION CENTER AT DEDHAM,7000 GREAT MEADOW ROAD,DEDHAM,MA,42.26653577,-71.19502243
WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,199 OAK STREET,PEMBROKE,MA,42.09762372,-70.76445864
"WALDEN BEHAVIORAL CARE, LLC",9 HOPE AVENUE,WALTHAM,MA,42.369626,-71.249339
NEW ENGLAND SINAI HOSPITAL,"150 YORK STREET, PO BOX CS9105",STOUGHTON,MA,42.14462655,-71.09882863
STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,41.79462863,-85.4075648
SPECTRUM HEALTH PENNOCK HOSPITAL,1009 W GREEN ST,HASTINGS,MI,42.6447739,-85.30282524
MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,43.58821643,-83.86839615
FOREST HEALTH MEDICAL CENTER,135 S PROSPECT ST,YPSILANTI,MI,42.23757106,-83.6006476
MARY FREE BED HOSPITAL & REHABILITATION CENTER,235 WEALTHY SE,GRAND RAPIDS,MI,42.95697388,-85.66274625
ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,MI,47.23878317,-88.44350085
DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,45.80987806,-88.04445124
FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,37.53406788,-95.81415202
"ASPIRUS ONTONAGON HOSPITAL, INC",601 S SEVENTH ST,ONTONAGON,MI,46.86559536,-89.30165846
OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,45.03532708,-84.6749176
ST MARY'S OF MICHIGAN-TOWNE CTR,4599 TOWNE CENTRE RD,SAGINAW,MI,43.47397228,-83.96493169
CHIPPEWA CO MONTEVIDEO HOSP,824 - 11TH ST N,MONTEVIDEO,MN,44.9544612,-95.71181072
MAYO CLINIC HEALTH SYS AUSTIN,1000 FIRST DRIVE NORTHWEST,AUSTIN,MN,43.67448476,-92.97764976
MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,37.0365134,-94.50970928
COX MEDICAL CENTERS SOUTH HOSPITAL,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,37.14494625,-93.27967732
COX MEDICAL CENTERS NORTH HOSPITAL,1423 NORTH JEFFERSON STREET,SPRINGFIELD,MO,37.22478249,-93.28996378
KINDRED HOSPITAL NORTHLAND,500 NW 68TH STREEET,KANSAS CITY,MO,39.21928776,-94.58726916
CAMERON REGIONAL MEDICAL CENTER,1600 EAST EVERGREEN ST,CAMERON,MO,39.73043495,-94.21805603
CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,39.0495448,-94.34890382
CRITTENTON CHILDREN'S CENTER,10918 ELM AVENUE,KANSAS CITY,MO,38.9243011,-94.4811889
RESEARCH MEDICAL CENTER,2316 EAST MEYER BOULEVARD,KANSAS CITY,MO,39.00889984,-94.55812509
RESEARCH PSYCHIATRIC CENTER,2323 EAST 63RD STREET,KANSAS CITY,MO,39.0114033,-94.56001654
TRUMAN MEDICAL CENTER - LAKEWOOD,7900 LEE'S SUMM IT ROAD,KANSAS CITY,MO,38.97539187,-94.39435345
NEVADA REGIONAL MEDICAL CENTER,800 SOUTH ASH STREET,NEVADA,MO,37.83118452,-94.36048553
COMMUNITY HOSPITAL FAIRFAX,26136 US HIGHWAY 59,FAIRFAX,MO,40.33854875,-95.39045385
BATES COUNTY MEMORIAL HOSPITAL,615 WEST NURSERY STREET,BUTLER,MO,38.24902844,-94.34288588
NORTHWEST MO PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,ST. JOSEPH,MO,39.77848924,-94.8114026
BELTON REGIONAL MEDICAL CENTER,17065 S. 71 HIGHWAY,BELTON,MO,38.81581302,-94.50300191
FREEMAN HOSPITAL EAST,932 EAST 34TH STREET,JOPLIN,MO,37.05075263,-94.50700683
FREEMAN HOSPITAL WEST,1102 WEST 32ND STREET,JOPLIN,MO,37.05273128,-94.52679809
LANDMARK HOSPITAL OF JOPLIN,2040 W. 32ND STREET,JOPLIN,MO,37.05353824,-94.53838146
FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,MO,36.86695396,-94.36946792
ST. LUKE'S HOSPITAL,232 SOUTH WOODS MILL ROAD,CHESTERFIELD,MO,38.65129081,-90.50322354
BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,38.67622289,-90.46799797
ST. LUKE'S REHABILITATION HOSPITAL,14709 OLIVE BOULEVARD,CHESTERFIELD,MO,38.67570773,-90.53217838
RANKEN JORDAN A PEDIATRIC REHABILITATION CENTER,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,38.70995791,-90.41544851
CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,ST. LOUIS,MO,38.77658169,-90.24035806
STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,800 STE. GENEVIEVE DRIVE,STE GENEVIEVE,MO,37.96934223,-90.05465491
PARKLAND HEALTH CENTER-BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,37.90805702,-90.524364
SOUTHEASTHEALTH CENTER OF RIPLEY COUNTY,109 PLUM STREET,DONIPHAN,MO,36.62129738,-90.82581957
SSM ST. JOSEPH HEALTH CENTER,300 1ST CAPITOL DRIVE,ST. CHARLES,MO,38.78090867,-90.48462054
SSM ST. JOSEPH HEALTH CENTER-WENTZVILLE,500 MEDICAL DRIVE,WENTZVILLE,MO,38.82215041,-90.880721
SSM ST. JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE ST. LOUIS,MO,38.80279667,-90.77574675
CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,ST. CHARLES,MO,38.7149685,-90.67188926
BARNES-JEWISH ST. PETERS HOSPITAL,10 HOSPITAL DRIVE,ST. PETERS,MO,38.79360505,-90.57961531
FITZGIBBON HOSPITAL,2305 SOUTH 65 HIGHWAY,MARSHALL,MO,39.09149817,-93.21315913
WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,MO,40.06786699,-93.58163967
MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,38.55259009,-91.00213473
HERMANN AREA DISTRICT HOSPITAL,509 WEST 18TH STREET,HERMANN,MO,38.69307813,-91.44958555
IRON COUNTY HOSPITAL,301 NORTH HIGHWAY 21,PILOT KNOB,MO,37.62312389,-90.64471795
SALEM MEMORIAL DISTRICT HOSPITAL,35629 HWY 72,SULLIVAN,MO,37.66045595,-91.56935238
WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,37.92597311,-90.77266582
SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST 3RD STREET,MILAN,MO,40.20162729,-93.13381402
PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK STREET,UNIONVILLE,MO,40.48274509,-93.00564602
PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 WEST TENTH STREET,ROLLA,MO,37.95248953,-91.78598299
SAINT FRANCIS MEDICAL CENTER,211 SAINT FRANCIS DRIVE,CAPE GIRARDEAU,MO,37.30358194,-89.57114498
PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,MO,37.73088242,-89.86563015
TEXAS COUNTY MEMORIAL HOSPITAL,1333 S. SAM HOUSTON BOULEVARD,HOUSTON,MO,37.31612169,-91.96116854
ELLETT MEMORIAL HOSPITAL,610 NORTH OHIO AVENUE,APPLETON CITY,MO,38.19247494,-94.02125496
ROYAL OAKS HOSPITAL,307 NORTH MAIN,WINDSOR,MO,38.53413331,-93.51852932
LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,MO,39.18972877,-93.87727791
MERCY HOSPITAL CASSVILLE,94 MAIN STREET,CASSVILLE,MO,36.67478257,-93.87209284
RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,MO,39.26437785,-93.95742114
HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,MO,39.8171416,-93.55101621
OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,840 PASSOVER RD,OSAGE BEACH,MO,38.13496351,-92.62888933
